Order,Position_x,Position_y,Position_z,Owner_ID,Distance_to_Camera,Bottom_Left_x,Bottom_Left_y,Bottom_Left_z,Top_Left_x,Top_Left_y,Top_Left_z,Top_Right_x,Top_Right_y,Top_Right_z,Bottom_Right_x,Bottom_Right_y,Bottom_Right_z,Frustum_Apex_x,Frustum_Apex_y,Frustum_Apex_z,Is_Visible,Out_Of_Frame,BehindAMesh,Predicted_Is_Visible,Predicted_BehindAMesh,Predicted_Out_Of_Frame
10,-1.285,-4.764297e-09,1.178,-4724,3.932595,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
11,-1.785,-9.537071e-09,1.678,-4724,4.071227,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
12,-2.285,4.764297e-09,1.178,-4724,3.409268,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
13,-1.785,3.274181e-13,0.678,-4724,3.242457,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
14,-1.785,-0.3525147,0.8254853,-4724,3.44415,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
15,-2.137515,-0.3525147,1.178,-4724,3.555904,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
16,-1.785,-0.3525147,1.530515,-4724,4.016914,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
17,-1.432485,-0.3525147,1.178,-4724,3.91833,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
18,-1.431309,0.3527881,1.178,-4724,3.800818,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
19,-1.785,0.3527881,1.531691,-4724,3.902706,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
20,-2.138691,0.3527881,1.178,-4724,3.424663,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
21,-1.785,0.3527881,0.8243086,-4724,3.308084,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
22,-1.431448,-3.128662e-11,1.531552,-4724,4.128635,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
23,-1.431309,-0.0008836466,0.8243086,-4724,3.572205,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
24,-2.138552,3.128662e-11,1.531552,-4724,3.785339,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
25,-2.138691,-0.0008836116,0.8243086,-4724,3.169029,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
26,-1.544807,-0.3089014,0.8690986,-4724,3.604574,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
27,-1.614858,-0.3313476,0.8466523,-4724,3.552012,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
28,-1.69694,-0.3469702,0.8310298,-4724,3.496704,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
29,-2.025193,-0.3089014,0.8690986,-4724,3.338745,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
30,-1.955142,-0.3313476,0.8466523,-4724,3.362939,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
31,-1.87306,-0.3469702,0.8310298,-4724,3.398566,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
32,-2.093901,-0.3089014,0.9378071,-4724,3.361502,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
33,-2.116348,-0.3313476,1.007858,-4724,3.415714,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
34,-2.13197,-0.3469702,1.08994,-4724,3.48207,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
35,-2.093901,-0.3089014,1.418193,-4724,3.769812,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
36,-2.116348,-0.3313476,1.348142,-4724,3.705358,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
37,-2.13197,-0.3469702,1.26606,-4724,3.632126,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
38,-2.025193,-0.3089014,1.486901,-4724,3.859008,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
39,-1.955142,-0.3313476,1.509348,-4724,3.914868,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,0,0,0
40,-1.87306,-0.3469702,1.52497,-4724,3.969442,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,0,0,0
41,-1.544807,-0.3089014,1.486901,-4724,4.09117,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
42,-1.614858,-0.3313476,1.509348,-4724,4.078434,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
43,-1.69694,-0.3469702,1.52497,-4724,4.053783,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
44,-1.476099,-0.3089014,1.418193,-4724,4.072494,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
45,-1.453652,-0.3313476,1.348142,-4724,4.034338,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,1,0,0
46,-1.43803,-0.3469702,1.26606,-4724,3.982285,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
47,-1.476099,-0.3089014,0.9378071,-4724,3.697758,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
48,-1.453652,-0.3313476,1.007858,-4724,3.770054,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
49,-1.43803,-0.3469702,1.08994,-4724,3.845916,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
50,-1.475049,0.3090894,0.9370942,-4724,3.588116,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
51,-1.452527,0.3315698,1.007287,-4724,3.654786,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
52,-1.436872,0.3472266,1.089646,-4724,3.727801,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
53,-1.475049,0.3090894,1.418906,-4724,3.974293,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,1,0,0
54,-1.452527,0.3315698,1.348713,-4724,3.927718,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
55,-1.436872,0.3472266,1.266354,-4724,3.868798,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
56,-1.544094,0.3090894,1.487951,-4724,3.993523,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,1,0,0
57,-1.614287,0.3315698,1.510473,-4724,3.973152,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
58,-1.696645,0.3472266,1.526127,-4724,3.942597,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,0,0,0
59,-2.025906,0.3090894,1.487951,-4724,3.754599,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
60,-1.955713,0.3315698,1.510473,-4724,3.804486,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
61,-1.873354,0.3472266,1.526127,-4724,3.855531,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
62,-2.094951,0.3090894,1.418906,-4724,3.662406,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
63,-2.117473,0.3315698,1.348713,-4724,3.587772,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
64,-2.133127,0.3472266,1.266354,-4724,3.506058,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
65,-2.094951,0.3090894,0.9370942,-4724,3.239258,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
66,-2.117473,0.3315698,1.007287,-4724,3.286732,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
67,-2.133127,0.3472266,1.089646,-4724,3.349829,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
68,-2.025906,0.3090894,0.8680488,-4724,3.21552,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
69,-1.955713,0.3315698,0.8455268,-4724,3.231662,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
70,-1.873354,0.3472266,0.8298725,-4724,3.262648,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
71,-1.544094,0.3090894,0.8680488,-4724,3.49153,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
72,-1.614287,0.3315698,0.8455268,-4724,3.428624,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
73,-1.696645,0.3472266,0.8298725,-4724,3.365089,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
74,-1.476099,-0.2401929,1.486901,-4724,4.112513,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
75,-1.453652,-0.1701416,1.509348,-4724,4.128488,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
76,-1.43803,-0.0880603,1.52497,-4724,4.134359,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
77,-1.475049,0.2401733,1.487951,-4724,4.037681,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,1,0,0
78,-1.452527,0.1698926,1.510473,-4724,4.076393,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
79,-1.436872,0.08750671,1.526127,-4724,4.108372,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,0,0,1,0,0,0
80,-1.475049,0.2401733,0.8680488,-4724,3.541952,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
81,-1.452527,0.1698926,0.8455268,-4724,3.547746,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
82,-1.436872,0.08750671,0.8298725,-4724,3.557874,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
83,-1.476099,-0.2401929,0.8690986,-4724,3.62878,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
84,-1.453652,-0.1701416,0.8466523,-4724,3.609374,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
85,-1.43803,-0.0880603,0.8310298,-4724,3.589806,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
86,-2.093901,-0.2401929,1.486901,-4724,3.81301,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,0,0,0
87,-2.116348,-0.1701416,1.509348,-4724,3.807651,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
88,-2.13197,-0.0880603,1.52497,-4724,3.798245,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
89,-2.094951,0.2401733,1.487951,-4724,3.731097,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
90,-2.117473,0.1698926,1.510473,-4724,3.749949,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
91,-2.133127,0.08750671,1.526127,-4724,3.768762,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
92,-2.093901,-0.2401929,0.8690986,-4724,3.285471,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
93,-2.116348,-0.1701416,0.8466523,-4724,3.237496,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
94,-2.13197,-0.0880603,0.8310298,-4724,3.196944,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
95,-2.094951,0.2401733,0.8680488,-4724,3.188046,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
96,-2.117473,0.1698926,0.8455268,-4724,3.167278,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
97,-2.133127,0.08750671,0.8298725,-4724,3.15964,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
98,-1.785,-0.4123633,0.8978413,-4724,3.518264,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
99,-1.785,-0.4585547,0.9823945,-4724,3.598675,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
100,-1.785,-0.4882324,1.077205,-4724,3.682872,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
101,-2.065159,-0.4123633,1.178,-4724,3.605537,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
102,-1.980605,-0.4585547,1.178,-4724,3.658489,-3.618418,0.4289797,-1.399838,-3.569204,0.7711247,-1.377151,-3.2556,0.7711247,-2.057413,-3.304814,0.4289796,-2.080101,-3.706098,0.6469836,-1.852677,1,0,0,1,0,0
